"","Sample name","Sample type 1","Media type","Treatment","Sample type 2"
"451","119A-23","sediment","ISP2F50%","no_heat_shock","terrestrial"
"452","119A-24","sediment","ISP2F50%","no_heat_shock","terrestrial"
"453","119A-25","sediment","ISP2F50%","no_heat_shock","terrestrial"
"454","119A-26","sediment","ISP2F50%","no_heat_shock","terrestrial"
"455","119A-27","sediment","ISP2F50%","no_heat_shock","terrestrial"
"456","119A-28","sediment","NZSGF","no_heat_shock","terrestrial"
"457","119A-29","sediment","NZSGF","no_heat_shock","terrestrial"
"458","119A-30","sediment","NZSGF","no_heat_shock","terrestrial"
"459","119A-31","sediment","NZSGF","no_heat_shock","terrestrial"
"460","119A-32","sediment","NZSGF","no_heat_shock","terrestrial"
"461","119A-33","sediment","NZSGF","no_heat_shock","terrestrial"
"462","119A-34","sediment","NZSGF","no_heat_shock","terrestrial"
"463","119A-35","sediment","LWA","no_heat_shock","terrestrial"
"464","119A-36","sediment","LWA","no_heat_shock","terrestrial"
"465","119A-37","sediment","LWA","no_heat_shock","terrestrial"
"466","119A-38","sediment","LWA","no_heat_shock","terrestrial"
"467","119A-39","sediment","LWA","no_heat_shock","terrestrial"
"468","119A-40","sediment","LWA","no_heat_shock","terrestrial"
"469","119A-41","sediment","LWA","no_heat_shock","terrestrial"
"470","119A-42","sediment","LWA","no_heat_shock","terrestrial"
"471","119A-43","sediment","LWA","no_heat_shock","terrestrial"
"472","119A-44","sediment","LWA","no_heat_shock","terrestrial"
"473","119A-45","sediment","LWA","no_heat_shock","terrestrial"
"474","119A-46","sediment","LWA","no_heat_shock","terrestrial"
"475","119A-47","sediment","LWA","no_heat_shock","terrestrial"
"476","119A-48-Mesorhizobium_sp.","sediment","LWA","no_heat_shock","terrestrial"
"477","119A-49","sediment","LWA","no_heat_shock","terrestrial"
"478","119A-50","sediment","LWA","no_heat_shock","terrestrial"
"479","119A-51","sediment","LWA","no_heat_shock","terrestrial"
"480","119A-52","sediment","LWA","no_heat_shock","terrestrial"
"481","119A-53","sediment","LWA","no_heat_shock","terrestrial"
"482","119A-54","sediment","LWA","no_heat_shock","terrestrial"
"483","119A-55","sediment","CHITIN","no_heat_shock","terrestrial"
"484","119A-56","sediment","CHITIN","no_heat_shock","terrestrial"
"485","119A-57","sediment","CHITIN","no_heat_shock","terrestrial"
"486","119A-58","sediment","CHITIN","no_heat_shock","terrestrial"
"487","119A-59","sediment","CHITIN","no_heat_shock","terrestrial"
"488","119A-60","sediment","CHITIN","no_heat_shock","terrestrial"
"489","119A-61","sediment","CHITIN","no_heat_shock","terrestrial"
"490","119A-62","sediment","CHITIN","no_heat_shock","terrestrial"
"491","119A-63","sediment","CHITIN","no_heat_shock","terrestrial"
"492","119A-64","sediment","CHITIN","no_heat_shock","terrestrial"
"493","119A-65","sediment","CHITIN","no_heat_shock","terrestrial"
"494","119A-66","sediment","CHITIN","no_heat_shock","terrestrial"
"495","119A-67","sediment","CHITIN","no_heat_shock","terrestrial"
"496","119A-68","sediment","CHITIN","no_heat_shock","terrestrial"
"497","119A-69","sediment","CHITIN","no_heat_shock","terrestrial"
"498","119A-70","sediment","CHITIN","no_heat_shock","terrestrial"
"499","119A-71","sediment","CHITIN","no_heat_shock","terrestrial"
"500","119A-72","sediment","CHITIN","no_heat_shock","terrestrial"
"501","119A-73","sediment","CHITIN","no_heat_shock","terrestrial"
"502","119A-74-Deefgea_sp.","sediment","CHITIN","no_heat_shock","terrestrial"
"503","119A-75","sediment","CHITIN","no_heat_shock","terrestrial"
"504","119A-76","sediment","CHITIN","no_heat_shock","terrestrial"
"505","119A-77","sediment","CHITIN","no_heat_shock","terrestrial"
"506","119A-78","sediment","CHITIN","no_heat_shock","terrestrial"
"507","119A-79-Deefgea_sp.","sediment","CHITIN","no_heat_shock","terrestrial"
"508","119A-80","sediment","CHITIN","no_heat_shock","terrestrial"
"509","119A-81","sediment","CHITIN","no_heat_shock","terrestrial"
"510","119A-82-Yersinia_sp.","sediment","CHITIN","no_heat_shock","terrestrial"
"511","119A-83","sediment","CHITIN","no_heat_shock","terrestrial"
"512","119A-84","sediment","CHITIN","no_heat_shock","terrestrial"
"513","119A-85","sediment","CHITIN","no_heat_shock","terrestrial"
"514","119A-86","sediment","CHITIN","no_heat_shock","terrestrial"
"515","120A-1","sediment","ISP2F50%","no_heat_shock","terrestrial"
"516","120A-2","sediment","ISP2F50%","no_heat_shock","terrestrial"
"517","120A-3","sediment","ISP2F50%","no_heat_shock","terrestrial"
"518","120A-4","sediment","ISP2F50%","no_heat_shock","terrestrial"
"519","120A-5","sediment","ISP2F50%","no_heat_shock","terrestrial"
"520","120A-6","sediment","A1F50%","no_heat_shock","terrestrial"
"521","120A-7","sediment","LWA","no_heat_shock","terrestrial"
"522","120A-8","sediment","LWA","no_heat_shock","terrestrial"
"523","120A-9","sediment","LWA","no_heat_shock","terrestrial"
"524","120A-10","sediment","LWA","no_heat_shock","terrestrial"
"525","120A-11","sediment","LWA","no_heat_shock","terrestrial"
"526","120A-12","sediment","LWA","no_heat_shock","terrestrial"
"527","120A-13","sediment","LWA","no_heat_shock","terrestrial"
"528","120A-14","sediment","LWA","no_heat_shock","terrestrial"
"529","120A-15","sediment","LWA","no_heat_shock","terrestrial"
"530","120A-16","sediment","LWA","no_heat_shock","terrestrial"
"531","120A-17","sediment","LWA","no_heat_shock","terrestrial"
"532","120A-18","sediment","LWA","no_heat_shock","terrestrial"
"533","120A-19-Marmoricola_sp.","sediment","LWA","no_heat_shock","terrestrial"
"534","120A-20","sediment","LWA","no_heat_shock","terrestrial"
"535","120A-21","sediment","LWA","no_heat_shock","terrestrial"
"536","120A-22-Microbacterium_deminutum","sediment","LWA","no_heat_shock","terrestrial"
"537","120A-23","sediment","LWA","no_heat_shock","terrestrial"
"538","120A-24","sediment","LWA","no_heat_shock","terrestrial"
"539","120A-25","sediment","LWA","no_heat_shock","terrestrial"
"540","120A-26","sediment","LWA","no_heat_shock","terrestrial"
"541","120A-27","sediment","LWA","no_heat_shock","terrestrial"
"542","120A-28","sediment","LWA","no_heat_shock","terrestrial"
"543","120A-29","sediment","CHITIN","no_heat_shock","terrestrial"
"544","120A-30","sediment","CHITIN","no_heat_shock","terrestrial"
"545","120A-31","sediment","CHITIN","no_heat_shock","terrestrial"
"546","120A-32","sediment","CHITIN","no_heat_shock","terrestrial"
"547","120A-33","sediment","CHITIN","no_heat_shock","terrestrial"
"548","120A-34","sediment","CHITIN","no_heat_shock","terrestrial"
"549","120A-35","sediment","CHITIN","no_heat_shock","terrestrial"
"550","120A-36","sediment","CHITIN","no_heat_shock","terrestrial"
"551","120A-37","sediment","CHITIN","no_heat_shock","terrestrial"
"552","120A-38","sediment","CHITIN","no_heat_shock","terrestrial"
"553","120A-39","sediment","CHITIN","no_heat_shock","terrestrial"
"554","120A-40","sediment","CHITIN","no_heat_shock","terrestrial"
"555","120A-41","sediment","CHITIN","no_heat_shock","terrestrial"
"556","120A-42","sediment","CHITIN","no_heat_shock","terrestrial"
"557","120A-43","sediment","CHITIN","no_heat_shock","terrestrial"
"558","120A-44","sediment","CHITIN","no_heat_shock","terrestrial"
"559","120A-45","sediment","CHITIN","no_heat_shock","terrestrial"
"560","120A-46","sediment","CHITIN","no_heat_shock","terrestrial"
"561","120A-47","sediment","CHITIN","no_heat_shock","terrestrial"
"562","120A-48","sediment","CHITIN","no_heat_shock","terrestrial"
"563","120A-49","sediment","CHITIN","no_heat_shock","terrestrial"
"564","120A-50","sediment","CHITIN","no_heat_shock","terrestrial"
"565","120A-51","sediment","CHITIN","no_heat_shock","terrestrial"
"566","120A-52","sediment","CHITIN","no_heat_shock","terrestrial"
"567","120A-53","sediment","CHITIN","no_heat_shock","terrestrial"
"568","120A-54","sediment","CHITIN","no_heat_shock","terrestrial"
"569","120A-55","sediment","CHITIN","no_heat_shock","terrestrial"
"570","121A-1","sediment","Chitin","no_heat_shock","terrestrial"
"571","121A-2","sediment","chitin","no_heat_shock","terrestrial"
"572","121A-3","sediment","Chitin","no_heat_shock","terrestrial"
"573","121A-4","sediment","Chitin","no_heat_shock","terrestrial"
"574","121A-5","sediment","Chitin","no_heat_shock","terrestrial"
"575","121A-6","sediment","Chitin","no_heat_shock","terrestrial"
"576","121A-7","sediment","Chitin","no_heat_shock","terrestrial"
"577","121A-8","sediment","Chitin","no_heat_shock","terrestrial"
"578","121A-9","sediment","Chitin","no_heat_shock","terrestrial"
"579","121A-10","sediment","Chitin","no_heat_shock","terrestrial"
"580","121A-11-Microbacterium_phyllosphaerae","sediment","Chitin","no_heat_shock","terrestrial"
"581","121A-12","sediment","Chitin","no_heat_shock","terrestrial"
"582","121A-13","sediment","Chitin","no_heat_shock","terrestrial"
"583","121A-14","sediment","Chitin","no_heat_shock","terrestrial"
"584","121A-15","sediment","Chitin","no_heat_shock","terrestrial"
"585","121A-16","sediment","Chitin","no_heat_shock","terrestrial"
"586","121A-17","sediment","Chitin","no_heat_shock","terrestrial"
"587","121A-18","sediment","Chitin","no_heat_shock","terrestrial"
"588","121A-19-Microbacterium_phyllosphaerae","sediment","Chitin","no_heat_shock","terrestrial"
"589","121A-20","sediment","Chitin","no_heat_shock","terrestrial"
"590","121A-21","sediment","chitin","no_heat_shock","terrestrial"
"591","122A-1","clay","NZSGF","no_heat_shock","terrestrial"
"592","122A-2","clay","NZSGF","no_heat_shock","terrestrial"
"593","122A-3","clay","A1F50%","no_heat_shock","terrestrial"
"594","122A-4","clay","A1F50%","no_heat_shock","terrestrial"
"595","122A-5","clay","A1F50%","no_heat_shock","terrestrial"
"596","122A-6","clay","A1F50%","no_heat_shock","terrestrial"
"597","122A-7","clay","A1F50%","no_heat_shock","terrestrial"
"598","122A-8","clay","A1F50%","no_heat_shock","terrestrial"
"599","122A-9","clay","A1F50%","no_heat_shock","terrestrial"
"600","122A-10","clay","A1F50%","no_heat_shock","terrestrial"
"601","122A-11","clay","A1F50%","no_heat_shock","terrestrial"
"602","122A-12","clay","A1F50%","no_heat_shock","terrestrial"
"603","122A-13","clay","A1F50%","no_heat_shock","terrestrial"
"604","122A-14","clay","A1F50%","no_heat_shock","terrestrial"
"605","122B-1","clay",NA,"no_heat_shock","terrestrial"
"606","122B-2","clay",NA,"no_heat_shock","terrestrial"
"607","122B-3","clay",NA,"no_heat_shock","terrestrial"
"608","122B-4","clay",NA,"no_heat_shock","terrestrial"
"609","122B-5","clay",NA,"no_heat_shock","terrestrial"
"610","122B-6","clay",NA,"no_heat_shock","terrestrial"
"611","122B-7","clay",NA,"no_heat_shock","terrestrial"
"612","122B-8-Thiomonas_intermedia","clay",NA,"no_heat_shock","terrestrial"
"613","122B-9","clay",NA,"no_heat_shock","terrestrial"
"614","122B-10","clay",NA,"no_heat_shock","terrestrial"
"615","122B-11","clay",NA,"no_heat_shock","terrestrial"
"616","122B-12","clay",NA,"no_heat_shock","terrestrial"
"617","122B-13","clay",NA,"no_heat_shock","terrestrial"
"618","122B-14","clay",NA,"no_heat_shock","terrestrial"
"619","122B-15","clay",NA,"no_heat_shock","terrestrial"
"620","122B-16","clay",NA,"no_heat_shock","terrestrial"
"621","122B-17","clay",NA,"no_heat_shock","terrestrial"
"622","122B-18","clay",NA,"no_heat_shock","terrestrial"
"623","122B-19","clay",NA,"no_heat_shock","terrestrial"
"624","122B-20","clay",NA,"no_heat_shock","terrestrial"
"625","122B-21","clay",NA,"no_heat_shock","terrestrial"
"626","122B-22","clay",NA,"no_heat_shock","terrestrial"
"627","122B-23","clay",NA,"no_heat_shock","terrestrial"
"628","122B-24","clay",NA,"no_heat_shock","terrestrial"
"629","122B-25","clay",NA,"no_heat_shock","terrestrial"
"630","122B-26","clay",NA,"no_heat_shock","terrestrial"
"631","122B-27","clay",NA,"no_heat_shock","terrestrial"
"632","122B-28","clay",NA,"no_heat_shock","terrestrial"
"633","122B-29","clay",NA,"no_heat_shock","terrestrial"
"634","122B-30","clay",NA,"no_heat_shock","terrestrial"
"635","122B-31","clay",NA,"no_heat_shock","terrestrial"
"636","122B-32","clay",NA,"no_heat_shock","terrestrial"
"637","122B-33","clay",NA,"no_heat_shock","terrestrial"
"638","122B-34-Thiomonas_intermedia","clay",NA,"no_heat_shock","terrestrial"
"639","122B-35","clay",NA,"no_heat_shock","terrestrial"
"640","122B-36","clay",NA,"no_heat_shock","terrestrial"
"641","122B-37","clay",NA,"no_heat_shock","terrestrial"
"642","122B-38","clay",NA,"no_heat_shock","terrestrial"
"643","122B-39","clay",NA,"no_heat_shock","terrestrial"
"644","122B-40","clay",NA,"no_heat_shock","terrestrial"
"645","122B-41","clay",NA,"no_heat_shock","terrestrial"
"646","122B-42","clay",NA,"no_heat_shock","terrestrial"
